,index,degree_topic,degree_level,related_skill,is_degree_related_to_skill,cluster_ignore,weight_y_ignore,source_ignore,tfidf,ans1,ans12,textrank,ans1clean,ans12clean,weight_new,weight_new0,weight_new1,weight_new2,weight_new3,weight_new4
111,22,Economics,Bachelor,International Financial Economics,1.0,145.0,1.0,Bachelor Economics and management - Catalogue des formations,0.2184884395570812, Yes, Yes,0.1068618226961948,yes,yes,4.0,2.0,4.0,8.0,4.0,8.0
112,23,Economics,Bachelor,Innovation Management,1.0,145.0,1.0,Bachelor Economics and management - Catalogue des formations,0.1898570932881529, No. A Bachelor's degree in Economics does not typically teach Innovation Management., Maybe,0.1280722849410907,no,maybe,0.5,1.0,1.0,2.0,2.0,2.0
113,24,Economics,Bachelor,International Business,1.0,145.0,1.0,Bachelor Economics and management - Catalogue des formations,0.2305286961257179, Yes, Yes,0.0819792251576194,yes,yes,4.0,2.0,4.0,4.0,2.0,4.0
114,25,Economics,Bachelor,International Sales,1.0,145.0,1.0,Bachelor Economics and management - Catalogue des formations,0.1669314804397664," No. A Bachelor's degree in Economics typically does not teach International Sales. However, some universities may offer courses in International Sales as part of their Economics curriculum.", Maybe,0.0819792251576194,no,maybe,0.5,1.0,1.0,1.0,1.0,1.0
115,26,Economics,Bachelor,Knowledge of Purchasing Processes,1.0,145.0,1.0,Bachelor Economics and management - Catalogue des formations,0.2241734241029165, No, Maybe,,no,maybe,0.5,1.0,2.0,2.0,1.0,2.0
116,27,Economics,Bachelor,Services Marketing,1.0,145.0,1.0,Bachelor Economics and management - Catalogue des formations,0.305329602041366, No. Services marketing is not typically taught in a Bachelor's degree in Economics., Maybe,0.093042875707715,no,maybe,0.5,1.0,2.0,2.0,1.0,2.0
117,28,Economics,Bachelor,Knowledge of Sociology,1.0,145.0,1.0,Bachelor Economics and management - Catalogue des formations,0.1436875336414331, No, Maybe,,no,maybe,0.5,1.0,1.0,1.0,1.0,1.0
118,29,Economics,Bachelor,Target Market Selection,1.0,145.0,1.0,Bachelor Economics and management - Catalogue des formations,0.1524566403303289, No, Maybe,0.1138930541346623,no,maybe,0.5,1.0,1.0,2.0,2.0,2.0
119,0,Mathematics,Master,Knowledge of Mathematics,1.0,44.0,42.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0295547808617492, Yes., Yes.,,yes,yes,168.0,84.0,42.0,42.0,84.0,42.0
120,1,Mathematics,Master,Economy,0.0,44.0,35.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0206857381637092," No, a Master's degree in Mathematics does not typically teach Economy.", No.,0.0480626557056621,no,no,1.0,1.0,0.5,0.25,0.5,0.25
121,2,Mathematics,Master,Knowledge of Statistics,1.0,44.0,27.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0244159151198953, Yes., Yes.,,yes,yes,108.0,54.0,27.0,27.0,54.0,27.0
122,3,Mathematics,Master,Numerical Analysis,1.0,44.0,21.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0373782456621558, Yes, Yes,0.0966588467096908,yes,yes,84.0,42.0,21.0,21.0,42.0,21.0
123,4,Mathematics,Master,Linear Algebra,1.0,44.0,14.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0393629115874648, Yes, Yes,0.0705649036288065,yes,yes,56.0,28.0,14.0,14.0,28.0,14.0
124,5,Mathematics,Master,Simulations,0.0,44.0,11.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0299299647415151, No. A Master's degree in Mathematics typically does not teach simulations., Maybe,0.0480626557056621,no,maybe,5.5,1.0,0.5,0.25,0.5,0.25
125,6,Mathematics,Master,Algorithms,1.0,44.0,10.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0335597302297164, Yes, Maybe,0.0480626557056621,yes,maybe,20.0,20.0,10.0,5.0,10.0,5.0
126,7,Mathematics,Master,Physics,0.0,44.0,9.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.031743340276493, No. A Master's degree in Mathematics does not typically teach Physics., Maybe,0.0480626557056621,no,maybe,4.5,1.0,0.5,0.25,0.5,0.25
127,8,Mathematics,Master,Probability Theories,1.0,44.0,9.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0470071554480244, Yes., Yes.,0.0764990916858736,yes,yes,36.0,18.0,9.0,9.0,18.0,9.0
128,9,Mathematics,Master,Differential Equations,1.0,44.0,9.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0438522465786402, Yes, Yes,0.1112845390624952,yes,yes,36.0,18.0,9.0,18.0,36.0,18.0
129,10,Mathematics,Master,Algebra,1.0,44.0,8.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0476030818318438, Yes, Yes,0.0573743187644052,yes,yes,32.0,16.0,8.0,8.0,16.0,8.0
130,11,Mathematics,Master,Dynamical Systems,1.0,44.0,7.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0433846966082524," No, a Master's degree in Mathematics typically does not teach Dynamical Systems.", Yes,0.0959789359011795,no,yes,14.0,1.0,0.5,0.5,1.0,0.5
131,12,Mathematics,Master,Partial Differential Equation,1.0,44.0,7.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0517729233236775, Yes, Yes,0.1147323734633945,yes,yes,28.0,14.0,7.0,14.0,28.0,14.0
132,13,Mathematics,Master,Geometry,1.0,44.0,6.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0470071554480244, Yes, Yes,0.0480626557056621,yes,yes,24.0,12.0,6.0,3.0,6.0,3.0
133,14,Mathematics,Master,Computer Programming,0.0,44.0,5.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0326244088237203, No. A Master's degree in Mathematics typically does not teach Computer Programming., Maybe,0.0764990916858736,no,maybe,2.5,1.0,0.5,0.5,1.0,0.5
134,15,Mathematics,Master,Mathematical Modeling,1.0,44.0,5.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.041646325697392," No. A Master's degree in Mathematics typically does not teach Mathematical Modeling. However, some universities may offer courses in Mathematical Modeling as part of a Master's degree in Mathematics.", Yes,0.0705649036288065,no,yes,10.0,1.0,0.5,0.5,1.0,0.5
135,16,Mathematics,Master,Integral Calculus,1.0,44.0,5.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0615253636689689, Yes, Yes,0.0984197932973566,yes,yes,20.0,10.0,5.0,5.0,10.0,5.0
136,17,Mathematics,Master,Stochastic Differential Equation,1.0,44.0,4.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0615253636689689, Yes, Yes,0.1147323734633945,yes,yes,16.0,8.0,4.0,8.0,16.0,8.0
137,18,Mathematics,Master,Biology,0.0,44.0,4.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0273188418440678, No., No,0.0480626557056621,no,no,1.0,1.0,0.5,0.25,0.5,0.25
138,19,Mathematics,Master,Machine Learning,0.0,44.0,4.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0315308308667162," No. A Master's degree in Mathematics typically does not teach Machine Learning. However, some universities may offer courses in Machine Learning as part of a Mathematics degree program.", Maybe,0.1247344960088849,no,maybe,2.0,1.0,0.5,1.0,2.0,1.0
139,20,Mathematics,Master,Topology,1.0,44.0,4.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0564129455841249, Yes, Yes.,0.0480626557056621,yes,yes,16.0,8.0,4.0,2.0,4.0,2.0
140,21,Mathematics,Master,Complex Networks,0.0,44.0,3.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0564129455841249, No. A Master's degree in Mathematics typically does not teach Complex Networks., Maybe,0.0959789359011795,no,maybe,1.5,1.0,0.5,0.5,1.0,0.5
141,22,Mathematics,Master,Knowledge of Finance,0.0,44.0,3.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0288311119449802, No. A Master's degree in Mathematics does not typically teach knowledge of finance., Maybe,,no,maybe,1.5,1.0,0.5,0.5,1.0,0.5
142,23,Mathematics,Master,Information Technology,0.0,44.0,3.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0281403486720757, No. A Master's degree in Mathematics does not typically teach Information Technology., No,0.0764990916858736,no,no,1.0,1.0,0.5,0.5,1.0,0.5
143,24,Mathematics,Master,Mathematical Analysis,1.0,44.0,3.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0649158458636094, Yes, Yes,0.0966588467096908,yes,yes,12.0,6.0,3.0,3.0,6.0,3.0
144,25,Mathematics,Master,Boundary Value Problem,1.0,44.0,3.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0517729233236775, Yes, Yes.,0.093641641166319,yes,yes,12.0,6.0,3.0,3.0,6.0,3.0
145,26,Mathematics,Master,Combinatorics,1.0,44.0,3.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0424906637469998, Yes, Yes.,0.0480626557056621,yes,yes,12.0,6.0,3.0,1.5,3.0,1.5
146,27,Mathematics,Master,Knowledge of Medicine,0.0,44.0,3.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0356231226270893, No, No,,no,no,1.0,1.0,0.5,0.5,1.0,0.5
147,28,Mathematics,Master,Functional Analysis,1.0,44.0,2.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0543840462211248, Yes. Functional analysis is a branch of mathematics that is often taught in master's degree programs in mathematics., Yes.,0.0966588467096908,yes,yes,8.0,4.0,2.0,2.0,4.0,2.0
148,29,Mathematics,Master,Data Analysis,0.0,44.0,2.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0279724555260553," No. A Master's degree in Mathematics typically focuses on theoretical mathematics, rather than data analysis.", Maybe,0.0966588467096908,no,maybe,1.0,1.0,0.5,0.5,1.0,0.5
149,30,Mathematics,Master,Artificial Neural Networks,0.0,44.0,2.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0393629115874648," No. Master's degrees in mathematics typically focus on topics such as algebra, calculus, geometry, and analysis. Artificial neural networks are typically studied in computer science or engineering programs.", Maybe,0.1012000362184693,no,maybe,1.0,1.0,0.5,1.0,2.0,1.0
150,31,Mathematics,Master,Computer Simulation,0.0,44.0,2.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0370712821893592, No. A Master's degree in Mathematics typically does not include courses in computer simulation., Maybe,0.0705649036288065,no,maybe,1.0,1.0,0.5,0.5,1.0,0.5
151,32,Mathematics,Master,Equations,0.0,44.0,2.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0400865805042338," No. A Master's degree in Mathematics typically focuses on advanced topics in mathematics, such as abstract algebra, real analysis, and topology. It does not typically focus on equations.", Yes.,0.0480626557056621,no,yes,4.0,1.0,0.5,0.25,0.5,0.25
152,33,Mathematics,Master,Data Science,0.0,44.0,2.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0313212527148082," No. A Master's degree in Mathematics does not typically teach Data Science. Data Science is a field that requires knowledge of mathematics, statistics, and computer science, but a Master's degree in Mathematics does not typically cover all of these topics.", Maybe,0.0705649036288065,no,maybe,1.0,1.0,0.5,0.5,1.0,0.5
153,34,Mathematics,Master,Support Vector Machine,0.0,44.0,2.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.048869996599505," No. Master Mathematics degrees typically do not teach Support Vector Machines. However, some universities may offer courses in Machine Learning or Data Science that include instruction on Support Vector Machines.", Maybe,0.093641641166319,no,maybe,1.0,1.0,0.5,0.5,1.0,0.5
154,35,Mathematics,Master,Supervised Learning,0.0,44.0,2.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0443346418605321, No, Maybe,0.1104484014670719,no,maybe,1.0,1.0,0.5,1.0,2.0,1.0
155,36,Mathematics,Master,Unsupervised Learning,0.0,44.0,2.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0400865805042338, No, No,0.1104484014670719,no,no,1.0,1.0,0.5,1.0,2.0,1.0
156,37,Mathematics,Master,Calculations,0.0,44.0,2.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0340499074196483," No. A Master's degree in Mathematics typically focuses on theoretical mathematics, rather than calculations.", Yes.,0.0480626557056621,no,yes,4.0,1.0,0.5,0.25,0.5,0.25
157,38,Mathematics,Master,Mentoring,0.0,44.0,2.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0335597302297164, Yes. Many master's degree programs in mathematics include courses in mentoring and teaching., Maybe,,yes,maybe,4.0,4.0,2.0,2.0,4.0,2.0
158,39,Mathematics,Master,Applied Mathematics,1.0,44.0,2.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0412411236811929," No, a Master's degree in Mathematics typically does not teach Applied Mathematics. Applied Mathematics is usually taught at the undergraduate level.", Yes,0.0792998343697777,no,yes,4.0,1.0,0.5,0.5,1.0,0.5
159,40,Mathematics,Master,Linear Programming,0.0,44.0,2.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.048869996599505, Yes, Yes.,0.0764990916858736,yes,yes,8.0,4.0,2.0,2.0,4.0,2.0
160,41,Mathematics,Master,Multidisciplinary Approach,0.0,44.0,1.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0311145260549074," No. A Master's degree in Mathematics typically focuses on a single discipline, rather than a multidisciplinary approach.", Maybe,0.0764990916858736,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
161,42,Mathematics,Master,World Wide Web,0.0,44.0,1.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0720571633114535, No. A Master's degree in Mathematics does not typically teach World Wide Web technologies., No,0.093641641166319,no,no,1.0,1.0,0.5,0.5,1.0,0.5
162,43,Mathematics,Master,Euclidean Geometry,1.0,44.0,1.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0383381969570204, Yes, Yes,0.0764990916858736,yes,yes,4.0,2.0,1.0,1.0,2.0,1.0
163,44,Mathematics,Master,Ordinary Differential Equations (Differential Calculus),1.0,44.0,1.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0517729233236775, Yes, Yes,,yes,yes,4.0,2.0,1.0,1.0,2.0,1.0
164,45,Mathematics,Master,High Frequency,0.0,44.0,1.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0798187372926166, No. Master's degrees in mathematics typically do not teach high frequency trading., Maybe,0.0764990916858736,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
165,46,Mathematics,Master,Linguistics,0.0,44.0,1.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0438522465786402, No., No,0.0480626557056621,no,no,1.0,1.0,0.5,0.25,0.5,0.25
166,47,Mathematics,Master,Biological Systems,0.0,44.0,1.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0453479622833816, No, No,0.1004224155323088,no,no,1.0,1.0,0.5,1.0,2.0,1.0
167,48,Mathematics,Master,Gene Expression,0.0,44.0,1.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0509935640264843, No, No.,0.0764990916858736,no,no,1.0,1.0,0.5,0.5,1.0,0.5
168,49,Mathematics,Master,Parallel Processing,0.0,44.0,1.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.057538955090509, No. A Master's degree in Mathematics typically does not teach Parallel Processing., Maybe,0.0764990916858736,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
169,0,Ecology,Master,Biology,1.0,101.0,5.0,Master&#39;s Programme in Ecology,0.0470633794632514, Yes, Yes,0.0523791239374932,yes,yes,20.0,10.0,5.0,5.0,10.0,5.0
170,1,Ecology,Master,Content Management,0.0,101.0,5.0,Master&#39;s Programme in Ecology,0.0799934310820502, No, Maybe,0.0833686656093287,no,maybe,2.5,1.0,0.5,0.5,1.0,0.5
171,2,Ecology,Master,Data Stores,0.0,101.0,5.0,Master&#39;s Programme in Ecology,0.0830764819906613, No, Maybe,0.0727463870984844,no,maybe,2.5,1.0,0.5,0.5,1.0,0.5
172,3,Ecology,Master,Retention Period,0.0,101.0,5.0,Master&#39;s Programme in Ecology,0.0841905087872435," No, a Master's degree in Ecology does not typically teach Retention Period.", No,0.0833686656093287,no,no,1.0,1.0,0.5,0.5,1.0,0.5
173,4,Ecology,Master,Economy,0.0,101.0,5.0,Master&#39;s Programme in Ecology,0.0356362378109931," No. Master Ecology degrees typically focus on the study of ecosystems and the environment, while Economy degrees focus on the study of economic systems and markets.", Maybe,0.0523791239374932,no,maybe,2.5,1.0,0.5,0.5,1.0,0.5
174,5,Ecology,Master,JSON,0.0,101.0,5.0,Master&#39;s Programme in Ecology,0.0841905087872435, No, No.,0.0523791239374932,no,no,1.0,1.0,0.5,0.5,1.0,0.5
175,6,Ecology,Master,JQuery,0.0,101.0,5.0,Master&#39;s Programme in Ecology,0.0841905087872435, No, No,0.0523791239374932,no,no,1.0,1.0,0.5,0.5,1.0,0.5
176,7,Ecology,Master,Typing Skills,0.0,101.0,5.0,Master&#39;s Programme in Ecology,0.0799934310820502, No, No,0.0833686656093287,no,no,1.0,1.0,0.5,0.5,1.0,0.5
177,8,Ecology,Master,Data Protection,0.0,101.0,5.0,Master&#39;s Programme in Ecology,0.0739593178400297, No, Maybe,0.0727463870984844,no,maybe,2.5,1.0,0.5,0.5,1.0,0.5
178,9,Ecology,Master,Data Analysis,1.0,101.0,4.0,Biology: Biodiversity and Sustainability (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0481893887177188, No, Yes.,0.0727463870984844,no,yes,8.0,1.0,0.5,0.5,1.0,0.5
179,10,Ecology,Master,Sustainability,1.0,101.0,4.0,Biology: Biodiversity and Sustainability (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0565971414598153, Yes, Yes,0.0523791239374932,yes,yes,16.0,8.0,4.0,4.0,8.0,4.0
180,11,Ecology,Master,Scientific Studies,1.0,101.0,4.0,Biology: Biodiversity and Sustainability (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0502845609235067, Yes, Yes,0.0949905593597436,yes,yes,16.0,8.0,4.0,4.0,8.0,4.0
181,12,Ecology,Master,Medical Research,0.0,101.0,4.0,Biology: Biodiversity and Sustainability (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0820079385744077, No, No,0.0893687327116063,no,no,1.0,1.0,0.5,0.5,1.0,0.5
182,13,Ecology,Master,Design of Experiments,1.0,101.0,3.0,Biology: Biodiversity and Sustainability (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0672104658914414, No, Yes,,no,yes,6.0,1.0,0.5,0.5,1.0,0.5
183,14,Ecology,Master,Biodiversity,1.0,101.0,3.0,Biology: Biodiversity and Sustainability (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1059924704529885, Yes, Yes.,0.0523791239374932,yes,yes,12.0,6.0,6.0,6.0,6.0,6.0
184,15,Ecology,Master,Biotechnology,0.0,101.0,3.0,Biology: Biodiversity and Sustainability (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0666222236350955, No, Maybe,0.0523791239374932,no,maybe,1.5,1.0,0.5,0.5,1.0,0.5
185,16,Ecology,Master,Molecular Genetics,1.0,101.0,3.0,Biology: Biodiversity and Sustainability (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0991249077395143, No, Maybe,0.0769018752988613,no,maybe,1.5,1.0,0.5,0.5,1.0,0.5
186,17,Ecology,Master,Algorithms,0.0,101.0,3.0,Biology: Biodiversity and Sustainability (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0578148344465217, No, No,0.0523791239374932,no,no,1.0,1.0,0.5,0.5,1.0,0.5
187,18,Ecology,Master,Immune Systems,0.0,101.0,3.0,Biology: Biodiversity and Sustainability (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0906067555136763, No, Maybe,0.0833686656093287,no,maybe,1.5,1.0,0.5,0.5,1.0,0.5
188,19,Ecology,Master,Oncology,0.0,101.0,3.0,Biology: Biodiversity and Sustainability (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0865717568327886, No, No,0.0523791239374932,no,no,1.0,1.0,0.5,0.5,1.0,0.5
